Area,DC1117EW_C_SEX,DC1117EW_C_AGE,NewEthpop_ETH
E02006893,2,85,WBI
E02001736,2,26,OAS
E02001727,2,1,WBI
E02001715,1,42,WBI
E02006893,1,6,WBI
E02001728,2,61,WBI
E02001734,1,30,WBI
E02001709,2,9,WBI
E02001713,1,19,IND
E02001735,1,44,WBI
E02001737,2,34,WBI
E02001712,1,43,WBI
E02001720,2,27,WBI
E02001724,1,9,WBI
E02001737,1,51,IND
E02001722,2,1,WBI
E02001714,1,32,WBI
E02001729,1,22,WHO
E02006893,1,7,WBI
E02001733,1,30,WBI
E02001719,1,80,WBI
E02001733,2,54,WBI
E02001726,1,67,WBI
E02001731,2,67,OAS
E02001727,1,19,WBI
E02001735,2,9,WBI
E02001710,1,43,WBI
E02001736,2,38,WBI
E02001709,2,66,WBI
E02001708,1,32,WBI
E02001729,1,30,PAK
E02001737,1,17,WBI
E02001730,1,72,CHI
E02001733,2,26,WBI
E02001712,1,7,WBI
E02001723,1,20,IND
E02001727,1,23,WBI
E02001708,2,58,WHO
E02001714,2,30,BLA
E02001712,2,45,WBI
E02001729,1,11,WBI
E02001729,2,27,OAS
E02001719,2,22,WBI
E02001736,2,11,PAK
E02001718,1,66,WBI
E02001719,1,61,WBI
E02001713,2,20,WBI
E02001730,1,20,WBI
E02001728,1,37,WBI
E02001712,1,55,WBI
E02001715,1,39,WBI
E02001725,1,41,WBI
E02001708,2,4,WBI
E02001721,1,30,WBI
E02001730,1,25,WBI
E02001721,2,37,WBI
E02001713,1,9,WBI
E02001734,2,50,WBI
E02001710,1,16,WBI
E02001718,2,21,WBI
E02001728,2,8,WBI
E02001718,2,12,WBI
E02001711,1,13,WBI
E02001729,1,15,WBI
E02001722,2,37,WBI
E02001733,1,53,MIX
E02001726,2,57,WBI
E02001723,1,23,WBI
E02001729,1,28,WBI
E02001713,2,38,WBI
E02001735,1,16,WBI
E02006893,1,58,WBI
E02001723,2,50,WBI
E02001712,2,20,WBI
E02001737,2,23,WBI
E02001734,2,69,WBI
E02001726,1,19,CHI
E02001719,2,47,WBI
E02001735,2,69,WBI
E02001709,1,62,WBI
E02001729,2,77,WBI
E02001714,2,43,WBI
E02001708,1,48,WBI
E02001730,2,35,CHI
E02001708,1,57,WBI
E02001718,2,57,WBI
E02001715,1,55,WBI
E02001725,1,26,BLA
E02001709,2,4,WBI
E02001730,1,55,WBI
E02001728,2,86,WBI
E02001713,1,47,WBI
E02001708,2,27,OAS
E02001733,2,23,WBI
E02001732,1,5,CHI
E02001720,2,30,WBI
E02001711,2,13,WBI
E02001715,2,54,WBI
E02001724,1,36,WBI
E02001715,2,21,WBI
E02001734,2,71,WBI
E02001711,2,86,WBI
E02001708,2,11,WBI
E02001715,2,86,WBI
E02001728,2,65,WBI
E02001712,1,4,WBI
E02001731,1,51,CHI
E02001729,2,73,WBI
E02001709,1,7,WBI
E02001726,2,33,WBI
E02001736,1,33,BAN
E02006893,1,67,WBI
E02001714,1,33,WBI
E02001726,1,40,WBI
E02001711,2,42,WBI
E02001724,1,20,WBI
E02001727,2,33,MIX
E02001729,2,30,PAK
E02001736,1,44,WBI
E02001719,1,30,WBI
E02001719,1,29,WBI
E02001725,2,22,WBI
E02001737,1,74,WBI
E02001708,1,54,WBI
E02001734,2,2,WBI
E02001709,1,17,PAK
E02001731,2,50,WBI
E02001736,1,21,WBI
E02001724,1,22,WBI
E02001715,1,34,WBI
E02001713,2,40,WBI
E02001731,2,31,WBI
E02001712,2,18,WBI
E02001728,2,20,WBI
E02001713,1,1,WBI
E02001712,2,5,WBI
E02001728,1,37,WBI
E02001714,1,61,CHI
E02001737,1,7,WBI
E02001711,2,3,WBI
E02001729,1,21,MIX
E02001728,2,64,WBI
E02001709,2,84,WBI
E02001730,2,63,WHO
E02001734,2,7,WBI
E02001733,2,23,WBI
E02001719,2,20,WBI
E02001731,2,25,WBI
E02001708,1,68,WBI
E02001726,1,51,WBI
E02001708,2,7,WBI
E02001713,1,3,WBI
E02001728,2,21,WBI
E02001730,1,20,CHI
E02001729,1,30,OTH
E02001715,2,9,WBI
E02001719,2,20,WHO
E02001714,1,40,WBI
E02001709,1,51,WBI
E02001727,1,79,WBI
E02001733,2,18,BAN
E02001727,2,4,WBI
E02001725,2,22,WBI
E02001721,1,53,WBI
E02001733,2,55,BLA
E02001727,2,1,WBI
E02001728,2,2,WBI
E02001729,2,20,WBI
E02001730,1,82,WBI
E02001709,2,61,WBI
E02001724,1,25,WBI
E02001719,2,57,WBI
E02001714,1,1,WBI
E02001730,2,19,MIX
E02001714,1,61,WBI
E02001734,1,28,PAK
E02001732,1,23,WBI
E02001726,2,45,WBI
E02001733,1,43,WBI
E02001722,1,70,WBI
E02001724,2,86,WBI
E02001730,1,49,WBI
E02001719,1,68,WBI
E02001713,1,49,WBI
E02001718,1,40,WBI
E02001732,2,4,WBI
E02001733,2,11,CHI
E02001727,1,57,OTH
E02001720,1,25,WBI
E02001724,1,21,WBI
E02001709,2,41,WBI
E02001735,2,16,WBI
E02001733,2,28,WBI
E02001737,1,52,OAS
E02001734,2,48,WBI
E02001730,1,52,WBI
E02001713,1,86,WBI
E02001732,2,26,WBI
E02001729,2,43,BLC
E02001730,1,21,WBI
E02001711,2,34,WBI
E02001713,1,34,WBI
E02001735,1,28,WBI
E02001736,2,12,WHO
E02001720,1,31,WBI
E02001715,2,86,WBI
E02001719,1,81,WBI
E02001718,1,52,WBI
E02001724,2,22,OTH
E02001723,1,81,WBI
E02001731,1,9,WHO
E02001734,1,74,WBI
E02001730,1,22,WBI
E02001736,2,69,WBI
E02001734,1,70,WBI
E02001708,2,28,WBI
E02001727,1,10,WBI
E02001731,1,41,WBI
E02006893,2,46,WBI
E02001736,2,57,WBI
E02006893,2,64,WBI
E02001713,1,21,WBI
E02001736,2,63,WBI
E02001719,1,78,WBI
E02001728,2,44,WBI
E02001714,1,35,WBI
E02001715,1,7,WHO
E02001722,1,34,WBI
E02001713,1,28,WBI
E02001733,2,39,WBI
E02001721,2,75,WBI
E02001709,1,47,WBI
E02001726,2,4,WBI
E02006893,2,4,WBI
E02001713,2,40,WBI
E02006893,1,80,WBI
E02001723,1,4,CHI
E02001725,1,72,WBI
E02001731,2,33,WBI
E02001710,1,65,WBI
E02001729,2,83,PAK
E02001722,2,31,WBI
E02001727,1,60,WBI
E02001727,2,65,WBI
E02001726,1,10,WBI
E02001732,1,58,WBI
E02001722,2,12,WBI
E02001718,2,47,WBI
E02001712,2,17,WBI
E02001725,2,20,WBI
E02001728,2,31,WBI
E02001713,2,32,WBI
E02001728,2,21,WBI
E02001714,2,18,WBI
E02001714,2,7,CHI
E02001730,1,20,OAS
E02001722,2,68,WBI
E02001731,2,39,WBI
E02001736,2,4,BAN
E02001709,2,36,WBI
E02001710,2,67,WBI
E02001715,1,62,WBI
E02001736,1,9,OTH
E02001713,2,46,WBI
E02001714,2,20,WBI
E02001737,1,47,WBI
E02001712,2,29,WBI
E02001728,2,37,WBI
E02001733,1,27,WBI
E02001710,2,56,WBI
E02001736,1,31,BAN
E02001736,2,1,BAN
E02001726,1,54,PAK
E02001735,1,44,WBI
E02001726,2,32,WBI
E02001713,2,5,WBI
E02001734,1,45,WBI
E02001722,2,57,WBI
E02001730,1,21,WBI
E02001710,1,50,WBI
E02001715,1,63,WBI
E02001720,2,23,WBI
E02001725,1,56,WBI
E02001725,2,40,WBI
E02001718,1,35,WBI
E02001729,2,2,WBI
E02001708,1,48,WBI
E02001719,1,64,WHO
E02006893,1,41,WBI
E02001715,2,73,BLA
E02006893,2,61,WBI
E02001720,2,21,WBI
E02001715,1,34,WBI
E02001730,2,41,WBI
E02001720,1,21,WBI
E02001711,1,72,WBI
E02001728,1,50,WBI
E02001720,2,66,WBI
E02001732,1,4,WBI
E02001722,1,53,WBI
E02001722,1,43,WBI
E02001721,1,63,WBI
E02001730,2,68,CHI
E02001723,2,27,WBI
E02001712,2,73,WBI
E02001731,1,23,WBI
E02001708,2,26,WBI
E02001737,1,47,WBI
E02001722,1,54,WBI
E02001736,1,63,OAS
E02001725,2,23,WBI
E02001726,2,1,WBI
E02001723,1,13,WBI
E02001712,2,55,WBI
E02001737,1,27,WHO
E02001724,2,27,WBI
E02001709,1,52,WBI
E02001712,1,52,BLA
E02001715,2,35,WBI
E02001732,1,7,WBI
E02001722,2,19,WBI
E02001713,1,45,WBI
E02001724,2,21,WBI
E02001715,2,7,WBI
E02001721,2,66,WBI
E02001727,2,80,WBI
E02001727,1,37,WBI
E02001713,1,21,WBI
E02001727,2,42,WBI
E02001720,1,21,WBI
E02001733,1,37,WBI
E02001721,1,46,WBI
E02001710,1,52,WBI
E02001736,1,56,WBI
E02001729,1,7,WBI
E02001713,2,19,WBI
E02001725,1,23,WBI
E02001726,2,8,WBI
E02001731,1,53,WBI
E02001712,2,33,WBI
E02001710,2,86,WBI
E02001728,1,8,WBI
E02001735,2,47,WBI
E02001722,2,36,WBI
E02001723,1,54,WBI
E02001711,2,38,WBI
E02001730,2,22,WBI
E02001711,1,71,WBI
E02001737,2,15,MIX
E02006893,2,86,WBI
E02001736,1,68,WBI
E02001711,2,40,WBI
E02001715,1,46,WBI
E02001721,2,84,WBI
E02001709,1,15,WBI
E02001721,1,12,WBI
E02001713,1,44,WBI
E02001733,2,34,WBI
E02001727,1,45,WBI
E02001725,1,32,WBI
E02001721,1,34,WBI
E02001711,2,54,WBI
E02001719,2,7,WBI
E02001714,2,68,WBI
E02001721,1,8,WBI
E02001714,1,11,WBI
E02001708,2,41,WBI
E02001715,2,59,WBI
E02001730,1,21,WBI
E02001734,2,9,WBI
E02001713,2,67,WBI
E02001728,2,28,WBI
E02001731,1,14,CHI
E02001709,1,17,BAN
E02001734,2,9,WBI
E02001731,2,20,BAN
E02001734,1,5,WBI
E02001730,1,64,WHO
E02001726,2,16,WBI
E02006893,1,9,WBI
E02001732,1,25,WBI
E02001712,1,1,WBI
E02001712,2,27,WBI
E02001722,2,74,WBI
E02001723,2,26,WBI
E02001729,2,13,PAK
E02001734,1,31,WBI
E02001719,2,77,WBI
E02001712,1,14,WBI
E02001720,1,21,WBI
E02001708,1,68,WBI
E02001721,1,67,WBI
E02001736,2,54,BAN
E02001714,2,45,WBI
E02001732,1,35,WBI
E02001735,1,47,WBI
E02001720,2,22,WBI
E02001708,2,36,WBI
E02001715,2,42,WBI
E02001723,2,25,WBI
E02001728,1,58,WBI
E02001709,2,48,WBI
E02001721,2,33,WBI
E02001734,2,52,WBI
E02001721,1,41,WBI
E02001730,2,36,WBI
E02001727,2,16,WBI
E02001715,1,26,WBI
E02001720,1,39,WBI
E02001722,1,10,WBI
E02001721,1,44,WBI
E02001723,2,30,WBI
E02001723,1,61,WBI
E02001728,2,55,WBI
E02001726,2,32,PAK
E02001708,2,73,WBI
E02001725,2,28,WBI
E02001728,2,67,WBI
E02001731,1,24,OTH
E02001733,1,86,WBI
E02001724,1,23,CHI
E02001734,2,16,WBI
E02001722,2,27,WBI
E02001710,1,8,WBI
E02001718,1,14,WBI
E02001722,2,10,WBI
E02001723,2,16,WBI
E02001721,2,55,WBI
E02001726,1,28,WBI
E02001712,1,63,IND
E02001721,1,47,WBI
E02001733,1,11,WBI
E02001736,2,17,WBI
E02001728,2,46,WBI
E02001726,2,30,OAS
E02001724,1,44,WBI
E02001728,1,22,WBI
E02001731,1,67,WBI
E02001731,2,16,WBI
E02001710,2,39,WBI
E02001735,2,6,WBI
E02006893,2,47,WBI
E02001721,2,50,WBI
E02001726,1,57,WBI
E02001712,2,72,CHI
E02001715,2,51,WBI
E02001725,1,37,WBI
E02006893,2,1,WBI
E02001731,2,25,WBI
E02001710,2,35,WBI
E02001731,1,20,OTH
E02001724,2,20,WBI
E02001732,2,29,WBI
E02001725,2,66,WBI
E02001721,1,40,WBI
E02006893,1,75,WBI
E02001713,2,73,WBI
E02001725,1,75,WBI
E02001715,1,84,WBI
E02001731,1,29,WHO
E02001728,2,57,WBI
E02001715,1,10,WBI
E02001725,1,24,WBI
E02001737,2,73,WBI
E02001709,1,38,WBI
E02001731,1,36,WBI
E02001712,1,48,WBI
E02001715,1,43,WBI
E02001715,1,20,WBI
E02001711,2,14,WBI
E02001714,1,34,WBI
E02001722,2,83,WBI
E02001711,1,1,WBI
E02001714,1,22,WBI
E02001710,1,66,WBI
E02001715,2,46,WBI
E02001736,1,41,WBI
E02001737,2,41,WBI
E02006893,1,20,WBI
E02001710,1,1,WBI
E02006893,2,17,WBI
E02001709,2,51,WBI
E02001713,1,33,WBI
E02001734,1,57,WBI
E02006893,2,62,WBI
E02001713,2,9,WBI
E02001711,1,33,WBI
E02001723,1,27,WBI
E02001710,1,8,WBI
E02001731,2,20,BLA
E02001727,1,18,WBI
E02001713,1,34,WBI
E02001708,2,24,WBI
E02001722,2,5,WBI
E02001721,2,31,WBI
E02001730,1,76,OAS
E02001729,1,24,MIX
E02001733,2,41,WBI
E02001724,1,45,WBI
E02001735,1,63,WBI
E02001723,2,26,WBI
E02001726,1,20,WBI
E02001711,2,35,OAS
E02001708,1,47,WBI
E02001720,1,23,WBI
E02001721,1,17,MIX
E02001708,1,5,OTH
E02001709,2,69,IND
E02001724,1,45,WBI
E02001732,2,76,WBI
E02001732,2,30,WBI
E02001724,2,22,WBI
E02001735,1,32,WBI
E02001721,2,29,WBI
E02006893,2,61,WBI
E02001731,1,20,WBI
E02001729,1,27,OTH
E02001721,1,69,WBI
E02001732,2,83,BLA
E02001719,2,43,WBI
E02001736,2,20,OAS
E02001721,2,25,IND
E02001729,1,40,WBI
E02001715,2,58,WBI
E02001708,2,4,WBI
E02001721,2,2,WBI
E02001711,1,58,WBI
E02001736,2,40,WBI
E02001721,2,26,WBI
E02001735,1,41,WBI
E02001715,1,63,WHO
E02001713,2,42,WBI
E02001722,2,86,WBI
E02001715,2,32,WBI
E02001727,1,55,WBI
E02001731,1,3,WHO
E02001726,1,78,WBI
E02006893,1,26,WBI
E02001715,1,23,WBI
E02001729,1,22,WBI
E02001731,1,38,WBI
E02001720,2,32,WBI
E02001720,1,58,WBI
E02001719,1,60,WBI
E02006893,1,74,WBI
E02001729,1,19,WBI
E02001727,1,41,WBI
E02001708,1,38,WBI
E02001712,1,25,WBI
E02001736,1,39,WBI
E02001719,1,31,WBI
E02001736,2,24,WBI
E02001725,1,23,WHO
E02001737,2,39,WBI
E02001714,2,12,WBI
E02001733,1,54,OTH
E02001719,2,74,WBI
E02001714,1,75,IND
E02001730,1,66,WBI
E02001710,2,46,WBI
E02001708,1,23,WBI
E02001734,2,5,BLA
E02001729,1,41,PAK
E02001734,2,61,WBI
E02001726,1,59,WBI
E02001722,2,15,WBI
E02001725,1,41,WBI
E02001726,2,3,WBI
E02001728,2,50,WBI
E02001721,2,54,WBI
E02001714,1,46,MIX
E02001732,2,3,WBI
E02001715,2,86,CHI
E02006893,1,18,WBI
E02001712,2,65,WBI
E02001721,2,21,WBI
E02001713,2,63,WBI
E02001708,2,66,WBI
E02001713,2,26,WBI
E02001733,2,47,WBI
E02001733,2,26,WBI
E02001722,1,47,WBI
E02001709,1,72,WBI
E02001715,1,52,WBI
E02001734,1,65,WBI
E02001730,1,52,WBI
E02001719,2,38,WBI
E02001731,1,21,OTH
E02001722,1,77,WBI
E02001710,1,72,WBI
E02001720,2,22,WBI
E02001730,1,26,WBI
E02001732,1,28,WBI
E02001734,2,23,WBI
E02001708,1,55,WBI
E02001734,1,37,MIX
E02006893,1,71,WBI
E02001732,1,2,WBI
E02001731,1,20,WBI
E02001730,2,53,WBI
E02001729,1,45,IND
E02001733,2,42,WBI
E02001729,2,20,WBI
E02001727,1,73,WBI
E02001722,1,45,WBI
E02001720,2,80,WBI
E02001725,2,29,WBI
E02001725,1,47,IND
E02001720,1,66,WBI
E02001724,2,24,WBI
E02001720,2,25,WBI
E02001723,1,53,WBI
E02001715,2,18,WBI
E02001730,1,27,WBI
E02001710,1,51,WBI
E02001715,2,51,WBI
E02001709,2,50,OAS
E02001722,2,65,WBI
E02001724,1,33,WHO
E02001713,1,86,WBI
E02001736,1,24,WBI
E02001731,1,60,CHI
E02001734,1,76,WBI
E02001721,2,29,WBI
E02001708,2,86,WBI
E02001733,2,44,WBI
E02001726,1,30,WBI
E02001721,2,15,WBI
E02001714,1,23,WBI
E02001737,2,48,WBI
E02001714,1,44,PAK
E02001722,2,36,WBI
E02001713,2,35,WBI
E02001730,2,20,WBI
E02001726,2,26,WBI
E02001713,2,17,WBI
E02001711,1,30,WBI
E02001722,1,8,WBI
E02001731,1,52,CHI
E02001711,1,68,WBI
E02001724,1,27,WBI
E02001733,2,25,WBI
E02001712,1,39,OTH
E02001729,1,30,WBI
E02001715,1,78,WBI
E02001714,1,20,WBI
E02001724,2,22,WBI
E02001709,1,63,WBI
E02001731,2,11,WBI
E02001708,1,46,WBI
E02001718,1,12,PAK
E02001709,1,23,IND
E02001710,1,14,WBI
E02001729,1,36,WBI
E02001731,1,20,WBI
E02001709,2,13,WBI
E02006893,1,42,WBI
E02006893,2,47,WBI
E02001735,2,21,WBI
E02001719,1,20,WBI
E02001708,2,37,WBI
E02001734,2,14,WBI
E02001725,2,27,WBI
E02001736,2,37,PAK
E02001734,2,42,WBI
E02001727,2,58,WBI
E02001708,2,74,WBI
E02001722,1,8,WBI
E02001726,1,4,CHI
E02001735,2,30,WBI
E02001731,1,63,WBI
E02001719,1,53,WBI
E02001726,2,70,PAK
E02001712,1,53,WBI
E02001719,1,13,WBI
E02001736,2,11,PAK
E02001719,1,7,MIX
E02001722,2,83,WBI
E02001725,1,25,WBI
E02001710,2,49,WBI
E02001727,2,61,WBI
E02001733,2,34,WBI
E02001713,1,37,WBI
E02001733,2,23,WBI
E02001737,2,49,WBI
E02001734,2,25,WBI
E02001722,1,76,WBI
E02001710,1,57,WBI
E02001736,2,34,WBI
E02001728,2,24,WBI
E02001731,2,20,WBI
E02001736,2,23,WBI
E02001713,1,58,WBI
E02001723,1,6,WBI
E02001712,2,48,WBI
E02001721,2,86,WBI
E02001737,1,6,WBI
E02001721,2,3,WBI
E02001727,1,4,WBI
E02001727,2,53,WBI
E02001737,2,30,WBI
E02001725,1,28,WBI
E02001708,2,54,WBI
E02001729,2,57,PAK
E02001729,2,3,WBI
E02001719,1,32,WBI
E02001714,2,69,WBI
E02006893,2,8,WBI
E02001713,2,45,WBI
E02001715,2,70,WBI
E02001712,2,61,WBI
E02001715,2,85,WBI
E02001730,2,27,CHI
E02001731,1,22,CHI
E02001721,1,48,WBI
E02001708,1,43,WBI
E02006893,1,33,WBI
E02001736,1,47,PAK
E02001736,1,24,WBI
E02001709,1,47,WBI
E02001714,2,56,WBI
E02001715,2,15,WBI
E02001718,1,29,WBI
E02001708,2,23,WBI
E02001734,1,4,WBI
E02001714,2,25,WBI
E02001723,2,69,WBI
E02001731,2,50,WBI
E02001721,2,31,WBI
E02001719,1,72,WBI
E02001722,2,79,WBI
E02001718,1,57,WBI
E02001728,2,38,WBI
E02001718,1,1,WBI
E02001715,2,1,BLA
E02001733,1,77,WBI
E02001725,1,2,WBI
E02001715,1,41,WBI
E02001713,2,71,WBI
E02001725,1,21,WBI
E02001725,2,25,WBI
E02001736,1,18,WBI
E02001736,1,6,WBI
E02001715,2,38,WBI
E02001708,2,75,WBI
E02001730,1,33,BLA
E02001722,2,72,WHO
E02001732,1,77,WBI
E02001724,1,47,WBI
E02001728,2,27,WBI
E02001723,2,28,WBI
E02001731,2,55,WBI
E02001736,1,6,WBI
E02001711,1,12,WBI
E02001724,2,65,WBI
E02001714,2,50,WBI
E02001724,2,78,WBI
E02001736,1,46,WBI
E02001722,2,21,WBI
E02001730,1,31,WHO
E02001709,1,31,WBI
E02001724,2,58,WBI
E02001720,1,22,CHI
E02001726,2,28,CHI
E02001709,2,17,WBI
E02001736,2,28,WBI
E02001709,2,7,WBI
E02001724,2,30,WBI
E02001719,1,38,WBI
E02001732,2,34,WBI
E02001735,2,69,WBI
E02001729,1,25,MIX
E02006893,1,48,WBI
E02001725,1,34,WHO
E02001726,2,82,PAK
E02001730,2,35,WBI
E02001732,2,67,WBI
E02001715,1,77,WBI
E02001719,1,18,WHO
E02006893,2,76,WBI
E02001710,1,35,WBI
E02001735,2,51,WBI
E02001736,2,35,WBI
E02001729,1,32,OTH
E02001721,1,21,WBI
E02001737,1,50,WBI
E02001724,2,21,WBI
E02001736,1,2,BAN
E02001733,1,1,WBI
E02001728,2,60,WBI
E02001730,1,27,OTH
E02001730,2,21,WHO
E02001711,1,23,WBI
E02006893,1,35,WBI
E02001710,2,77,WBI
E02001731,2,26,CHI
E02001723,2,42,WBI
E02001733,1,28,WBI
E02001736,2,83,OAS
E02001734,1,4,WBI
E02001721,2,29,WBI
E02001730,1,21,WBI
E02001726,1,27,WBI
E02001714,1,26,IND
E02001710,2,73,WBI
E02001726,1,36,WHO
E02001733,2,68,WBI
E02001730,1,29,OTH
E02001720,1,21,WBI
E02001713,2,60,WBI
E02006893,2,30,WBI
E02001730,2,21,WBI
E02001731,1,73,CHI
E02001714,2,72,WBI
E02006893,2,47,WBI
E02001719,2,25,CHI
E02006893,1,60,WBI
E02001719,1,53,WBI
E02001721,1,83,WBI
E02001709,1,32,WBI
E02001709,1,69,WBI
E02001714,2,83,WBI
E02001735,2,7,WBI
E02001709,1,40,WBI
E02001710,1,9,WBI
E02001719,2,67,WBI
E02001736,2,37,WBI
E02001726,2,44,WBI
E02001730,1,20,WBI
E02001729,1,14,BLA
E02001721,1,48,WBI
E02001712,1,46,WBI
E02001732,1,32,WBI
E02001734,2,12,WBI
E02001733,2,18,WBI
E02001732,2,76,WBI
E02001712,1,5,WBI
E02001736,1,81,MIX
E02001721,2,69,WBI
E02001714,1,40,WBI
E02001726,2,25,MIX
E02001714,1,66,PAK
E02001736,1,32,PAK
E02001736,1,20,BLA
E02001727,1,18,WBI
E02001711,1,49,WBI
E02001711,1,42,WBI
E02001711,2,38,WBI
E02001713,1,60,WBI
E02001733,2,61,WBI
E02001714,2,32,WBI
E02001736,2,2,WHO
E02001721,1,12,WBI
E02001714,2,29,WBI
E02001731,1,2,MIX
E02001737,1,15,WBI
E02001712,1,47,WBI
E02001719,2,7,WBI
E02001729,1,29,PAK
E02001736,1,3,WBI
E02001720,2,28,WBI
E02001731,1,20,OTH
E02001729,1,50,IND
E02001730,1,19,CHI
E02001715,2,6,WBI
E02001730,2,27,WBI
E02001728,2,15,WBI
E02001730,1,49,WBI
E02001726,1,72,IND
E02001727,2,8,WBI
E02001734,2,33,WBI
E02001737,1,83,WBI
E02001728,1,39,WBI
E02001727,1,56,WBI
E02001736,1,29,CHI
E02001730,2,23,WBI
E02001713,1,10,PAK
E02001729,2,59,WBI
E02001715,2,25,WBI
E02001734,2,33,WBI
E02006893,2,8,WBI
E02001736,1,7,OBL
E02001734,2,2,WBI
E02001737,1,21,WBI
E02001721,2,33,WBI
E02001730,2,22,WBI
E02001731,1,47,WBI
E02001713,2,2,WBI
E02001736,1,59,PAK
E02001719,1,43,WBI
E02001722,2,32,WBI
E02001732,1,32,WBI
E02001733,1,47,WBI
E02001719,2,79,WBI
E02001737,2,10,WBI
E02001708,1,64,WBI
E02001727,2,27,WHO
E02001730,2,21,WBI
E02001730,1,35,WHO
E02001729,1,39,OTH
E02001722,2,80,WBI
E02001733,1,15,WBI
E02001712,2,42,OTH
E02001736,2,67,WBI
E02001722,1,10,WBI
E02001723,1,5,IND
E02001728,2,86,WBI
E02001736,2,11,WBI
E02001715,1,31,WBI
E02001712,1,53,WBI
E02001733,2,52,WBI
E02001737,2,20,WBI
E02006893,1,43,WBI
E02001731,2,13,WHO
E02001728,2,62,WBI
E02001733,1,62,WBI
E02001708,2,74,WBI
E02001710,2,34,WBI
E02001708,2,44,WBI
E02001710,2,17,WBI
E02001726,2,27,PAK
E02001726,1,73,PAK
E02001713,1,81,WBI
E02001737,2,9,OTH
E02001726,1,20,WBI
E02001736,2,74,WBI
E02001709,1,65,WBI
E02001720,2,21,WBI
E02001710,1,39,WBI
E02001722,1,10,WBI
E02006893,1,67,WBI
E02001709,1,17,WBI
E02001737,2,4,WBI
E02001726,1,9,WBI
E02001728,2,70,WBI
E02001721,1,19,WBI
E02001715,2,28,WBI
E02001731,1,21,BLA
E02001722,2,61,WBI
E02001718,2,16,WBI
E02001730,2,22,WBI
E02001728,2,26,WBI
E02001711,1,30,WBI
E02001731,2,44,WBI
E02001730,1,20,WBI
E02001722,2,66,WBI
E02001713,1,12,WBI
E02001729,1,40,BLA
E02001728,1,42,BLA
E02006893,1,58,WBI
E02001718,2,63,WBI
E02001731,1,26,WBI
E02001713,1,23,WBI
E02001728,2,69,WBI
E02001728,2,39,MIX
E02001728,2,65,WBI
E02001727,1,45,WBI
E02001731,2,19,CHI
E02001724,1,62,WBI
E02001725,2,62,WBI
E02001722,1,43,WBI
E02001710,1,22,WBI
E02001733,1,44,OTH
E02001719,2,56,WBI
E02001728,2,5,WBI
E02001712,2,34,WBI
E02001729,1,2,OTH
E02001725,1,28,OTH
E02001708,2,39,WBI
E02001708,1,63,WBI
E02001710,1,77,WBI
E02001725,2,24,WBI
E02001720,2,24,WBI
E02006893,1,73,WBI
E02001733,2,86,BLA
E02001719,2,23,WBI
E02001725,1,40,WBI
E02001714,2,8,OTH
E02001725,1,38,WBI
E02001725,2,25,WBI
E02001735,1,34,WBI
E02001709,1,21,WBI
E02001729,2,21,PAK
E02001736,1,37,WBI
E02001708,1,71,WBI
E02001710,1,55,OTH
E02001732,1,14,WBI
E02001718,2,32,WBI
E02001727,1,85,WBI
E02001719,2,42,WBI
E02001709,2,4,WBI
E02001724,1,28,WBI
E02001709,2,9,WBI
E02001735,2,11,CHI
E02001721,1,28,WBI
E02001732,1,25,WBI
E02001736,1,28,CHI
E02001733,1,45,WBI
E02001723,2,26,WBI
E02006893,2,44,WBI
E02001729,2,22,BAN
E02001721,2,76,WBI
E02001727,1,4,WBI
E02001723,2,86,WBI
E02001736,2,52,PAK
E02001715,1,19,WBI
E02001721,1,63,WBI
E02001721,1,20,WBI
E02001730,1,63,WBI
E02001737,1,45,WBI
E02001714,1,20,WBI
E02001723,1,18,WBI
E02001718,1,7,WBI
E02001723,2,52,WBI
E02001710,1,46,WBI
E02001713,2,67,WBI
E02001729,1,21,PAK
E02001730,1,4,WBI
E02001731,1,20,WBI
E02001723,2,65,BLA
E02001733,1,47,WBI
E02001722,2,18,WBI
E02001724,1,64,WBI
E02001730,1,22,WBI
E02001727,1,63,WBI
E02001710,2,6,CHI
E02001734,1,5,WBI
E02001728,2,22,WBI
E02001709,2,64,WBI
E02001731,2,20,WBI
E02001733,2,11,WBI
E02001710,1,50,WBI
E02001730,1,20,WBI
E02001713,1,52,WBI
E02001720,1,39,WHO
E02001731,2,44,WBI
E02001729,1,21,BLA
E02001736,2,56,WBI
E02001733,2,10,WBI
E02001715,2,28,WBI
E02001709,2,74,WBI
E02001726,2,31,WBI
E02001709,1,66,WBI
E02001714,1,31,WBI
E02001714,2,40,WBI
E02001730,1,52,CHI
E02001708,2,86,WBI
E02001722,2,17,WBI
E02001728,1,13,WBI
E02001723,1,35,WBI
E02001727,2,69,WBI
E02001715,2,65,WBI
E02001736,2,54,WBI
E02001733,2,8,WBI
E02001721,2,76,WBI
E02001731,1,24,OTH
E02001731,2,45,WBI
E02006893,1,42,WBI
E02001712,1,8,WBI
E02001736,2,23,PAK
E02001711,2,32,WBI
E02001731,1,24,WBI
E02001734,2,49,WBI
E02001728,1,35,WBI
E02001735,2,34,WBI
E02001733,2,1,WBI
E02001712,2,14,WBI
E02001721,1,25,WBI
E02001734,2,48,WBI
E02001721,2,83,WBI
E02001708,1,20,WBI
E02001712,2,50,WBI
E02001720,2,21,WBI
E02001729,2,28,WBI
